ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real
1000770149,Worrisome Wilf's Beastly Bedtime,Children's Books,Publishing,GBP,6/12/2013,5500,5/13/2013 13:59,5721,successful,140,GB,8787.83,8937.95,8592.68
1000772297,"Airfoil Click Pen: Aviation Inspired, for gel & rollerball",Product Design,Design,USD,10/5/2014,5000,9/9/2014 20:17,26407,successful,327,US,26407,26407,5000
1000776914,"VLC for the new Windows 8 User Experience (""Metro"")",Software,Technology,GBP,12/29/2012,40000,11/29/2012 13:54,47056.86,successful,3080,GB,75365.14,75379.02,64074.84
1000777557,Raise funds for the new JonathanGluck and the Wayward Kind album!,Rock,Music,USD,9/19/2010,4000,7/30/2010 23:23,30,failed,2,US,30,30,4000
1000781363,The Spider and the Fly,Children's Books,Publishing,USD,7/9/2014,19650,6/9/2014 9:10,20313,successful,164,US,20313,20313,19650
1000781512,Knock Down Drag Out,Shorts,Film & Video,USD,1/10/2012,800,12/9/2011 0:23,850,successful,19,US,850,850,800
1000785030,Day of the Dead Tyrion Lannister Calavera Vinyl Stickers,Illustration,Art,USD,1/17/2015,275,1/3/2015 4:12,642,successful,40,US,642,642,275
1000786724,Harold VS The Horde,Video Games,Games,USD,1/18/2015,14000,12/19/2014 7:49,113,failed,18,US,113,113,14000
1000788629,Camille Peruto - NEW ALBUM,Pop,Music,USD,7/6/2016,15000,5/7/2016 0:02,18009,successful,69,US,18009,18009,15000
100078996,APP - CUSTOM SHOES/ Calzado Personalizado - MADAME MARIAN,Apps,Technology,MXN,12/21/2016,55000,11/19/2016 4:05,56680,successful,24,MX,2.45,2739.22,2658.03
1000802137,Tye's Photographic Journey.,People,Photography,USD,12/12/2015,2500,11/12/2015 7:06,0,failed,0,US,0,0,2500
1000804307,Ropw,Games,Games,USD,9/22/2017,2000,8/23/2017 9:59,3.69,failed,3,US,0,3.69,2000
1000804742,The Chelsea Chronicle Podcast,Audio,Journalism,GBP,2/24/2017,10000,1/25/2017 16:21,337.5,failed,15,GB,115.05,423.72,12554.61
1000810416,Wildlife Inspired T-Shirts; Help Me To Help Wildlife,Apparel,Fashion,GBP,7/31/2017,200,7/6/2017 17:49,15,failed,1,GB,19.4,19.72,262.92
1000811882,The Sword of Asumi Visual Novel,Video Games,Games,GBP,11/10/2014,2500,10/19/2014 20:35,3097,successful,107,GB,4983.78,4848.23,3913.65
1000823935,Wax Stacks LP Record Crates,Design,Design,USD,7/15/2015,35000,6/15/2015 17:55,39209,successful,120,US,39209,39209,35000
1000827504,The JANIS JOPLIN Project (Canceled),Photography,Photography,USD,8/21/2012,11000,7/10/2012 2:31,75,canceled,1,US,75,75,11000
1000827890,Throw Over Car Door Dent Protector,Design,Design,USD,3/1/2017,5000,2/2/2017 23:49,45,failed,2,US,0,45,5000
1000834930,Strawberry Fields Café and Patisserie,Food,Food,CAD,1/23/2017,50000,12/1/2016 21:16,0,failed,0,CA,0,0,38112.66
1000844246,Tofu: Stylish T-Shirts that are Made by Freedom,Apparel,Fashion,USD,8/10/2015,3000,7/22/2015 15:31,23079,successful,140,US,23079,23079,3000
1000850525,American Confines vol 1: Cincinnati in 52,Photobooks,Photography,USD,7/20/2016,17500,6/20/2016 8:10,656,failed,14,US,615,656,17500
1000853310,Good Company,Shorts,Film & Video,USD,2/27/2012,500,1/28/2012 4:22,5,failed,1,US,5,5,500
1000865260,"Launch ""Romeo and Juliet in Yiddish"" in New York City",Film & Video,Film & Video,USD,6/10/2011,5000,5/17/2011 22:17,0,failed,0,US,0,0,5000
1000869383,The Case of the Silent Girl - a dark Sherlock Holmes tale,Comics,Comics,SEK,7/18/2016,4450,6/18/2016 20:16,8503,successful,47,SE,409.54,986.03,516.03
1000883509,Chasing Blue at The Trans Theatre Festival,Festivals,Theater,USD,6/1/2016,4000,4/29/2016 19:53,4813,successful,105,US,4813,4813,4000
1000885772,Mooli London | Designer Camera & Tech Bag - The Hampton,Product Design,Design,GBP,10/10/2015,15000,9/4/2015 16:33,15267,successful,85,GB,23358.14,23576.92,23164.59
100089599,CLOTHING LABEL WITH A 90's STATE OF MIND - MADE IN FRANCE,Apparel,Fashion,EUR,12/18/2016,3286,11/18/2016 18:51,3776,successful,44,FR,427.94,3944.43,3432.57
1000896053,The Ultimate Custom Shark Rig,Product Design,Design,USD,4/24/2015,8000,3/25/2015 14:58,0,failed,0,US,0,0,8000
1000916036,Conference Paradigm Shift Meeting #3,Performance Art,Art,EUR,12/13/2017,700,10/14/2017 8:25,85,failed,4,FR,88.86,100.35,826.42
1000918505,Dynamic Faces Match,Games,Games,USD,2/23/2017,15000,1/24/2017 20:46,0,canceled,0,US,0,0,15000
100091944,Climbing 4 Kidz,Film & Video,Film & Video,CAD,5/8/2014,38875,4/9/2014 22:39,0,failed,0,CA,0,0,35895.66
1000922108,Tugboat Collective's Inaugural Season,Theater,Theater,USD,10/11/2012,9000,9/12/2012 5:32,10046,successful,115,US,10046,10046,9000
1000932522,Geocaching Trading Cards - History Series II,Games,Games,USD,3/3/2013,1500,2/1/2013 20:14,1620,successful,52,US,1620,1620,1500
1000937140,The FUN n' EASY CookBook For Children's Well.....Fun Cooking,Publishing,Publishing,USD,12/9/2012,3500,11/7/2012 19:53,0,failed,0,US,0,0,3500
1000940032,Space Trucker,Video Games,Games,USD,12/8/2016,150,11/8/2016 8:20,165,successful,7,US,25,165,150
1000942804,High,Documentary,Film & Video,USD,7/2/2016,5250,6/2/2016 4:55,0,failed,0,US,0,0,5250
1000953875,Club Wick3d,Video Games,Games,USD,3/23/2015,300000,1/22/2015 22:28,1,failed,1,US,1,1,300000
1000968500,Modern Handmade Ceramics: Paper & Clay,Ceramics,Art,USD,5/24/2013,3000,5/10/2013 4:48,4386,successful,94,US,4386,4386,3000
1000983983,Join me in completing my first Solo Project CD!,Pop,Music,USD,9/30/2011,2000,8/9/2011 23:19,170,failed,7,US,170,170,2000
1000987760,Emotional Makayla: Mommy's Birthday Gift!,Children's Books,Publishing,USD,2/19/2017,3000,1/5/2017 19:10,91,failed,4,US,20,91,3000
1000988678,Ashley's Beauty Tool Organizer Kit,Crafts,Crafts,USD,8/30/2014,7000,8/6/2014 21:31,0,failed,0,US,0,0,7000
1000988864,"Alaska Bug Bites, LLC - Farmers Markets Launch",Vegan,Food,USD,4/1/2017,2000,2/22/2017 18:32,2164.77,successful,52,US,525,2164.77,2000
1000992739,Quick Query - Relaunch!,Playing Cards,Games,USD,8/18/2014,750,7/19/2014 19:02,1207,successful,56,US,1207,1207,750
1000997384,"Quick, The Clockwork Knight Volume #2",Comics,Comics,USD,6/3/2014,2000,4/16/2014 5:25,2585,successful,105,US,2585,2585,2000
1001000566,WrittenWitheArt,Publishing,Publishing,USD,3/5/2014,1500,2/4/2014 1:30,1500,successful,26,US,1500,1500,1500
100101389,"Uptown Juice Company: Local, cold-pressed goodness",Food,Food,USD,4/1/2014,25000,2/25/2014 0:15,30066,successful,161,US,30066,30066,25000
100101652,Objecthood: A Story of an Imagined Economy (Canceled),Art Books,Publishing,USD,8/12/2011,15000,7/22/2011 0:28,25,canceled,1,US,25,25,15000
1001019464,Strain Wars: Playing cards,Playing Cards,Games,USD,7/31/2016,5000,7/16/2016 11:18,176,failed,6,US,100,176,5000
1001020080,Wood Floor Fundraiser,Dance,Dance,USD,8/16/2015,1200,8/11/2015 17:13,1205,successful,21,US,1205,1205,1200
100102338,Water Purification System Using Solar Evacuated Tube,Product Design,Design,USD,4/28/2016,150,4/8/2016 23:36,218,successful,15,US,218,218,150
1001028167,Steel Cathedrals- Short poems for the digital age.,Poetry,Publishing,GBP,7/28/2013,4000,6/28/2013 23:17,20,failed,1,GB,30.66,30.3,6060.97
1001033266,The Chameleon Chronicles: Colors of Fate,Fiction,Publishing,USD,12/23/2014,500,12/3/2014 4:26,1,failed,1,US,1,1,500
1001035783,Once Were Ghosts - Ephemeral 7-Song EP,Indie Rock,Music,USD,6/14/2011,1000,4/15/2011 9:00,0,failed,0,US,0,0,1000
1001042227,Via Chic–OneClutch™,Product Design,Design,USD,8/14/2015,75000,6/30/2015 3:47,1736,failed,21,US,1736,1736,75000
1001043181,Afraid So Galileo Album,Rock,Music,USD,6/26/2016,5500,5/27/2016 11:39,0,failed,0,US,0,0,5500
1001048123,Paterson Falls Film Festival,Film & Video,Film & Video,USD,5/3/2013,1500,4/3/2013 3:09,1612,successful,27,US,1612,1612,1500
1001052357,Spilt Milk,Graphic Novels,Comics,AUD,1/8/2017,18000,12/9/2016 4:00,832,failed,23,AU,375.22,623.55,13490.22
1001057158,Thailand country side,Photography,Photography,USD,10/25/2014,17000,8/26/2014 21:23,35,failed,2,US,35,35,17000
1001064677,Equinox: my first comic (genre: fantasy),Comics,Comics,USD,6/4/2011,5150,4/25/2011 21:36,5965.5,successful,97,US,5965.5,5965.5,5150
1001077166,Student Operated Fabrication Lab,Fabrication Tools,Technology,USD,7/11/2012,5000,6/11/2012 13:55,5000,successful,57,US,5000,5000,5000
1001086968,Nurse Mare Foals: Born to Die,Documentary,Film & Video,USD,1/6/2015,20000,12/7/2014 19:45,22421,successful,383,US,22421,22421,20000
1001087429,The Bird Nerd,Comedy,Film & Video,GBP,7/3/2014,400,6/3/2014 16:00,1065,successful,36,GB,1783.51,1825.79,685.74
1001087682,Funky Grits - fast casual diner pairing music with the menu!,Restaurants,Food,USD,10/1/2015,100000,9/3/2015 17:32,1600,failed,13,US,1600,1600,100000
1001093391,The Great Kentucky Goblin Spree,Film & Video,Film & Video,USD,3/21/2014,5500,2/19/2014 21:04,6614,successful,88,US,6614,6614,5500
